01/05/2018	None
02/05/2018	None
03/05/2018	None
04/05/2018	None
05/05/2018	None
06/05/2018	None
07/05/2018	None
08/05/2018	None
09/05/2018	None
10/05/2018	None
11/05/2018	None
12/05/2018	None
13/05/2018	None
14/05/2018	None
15/05/2018	None
16/05/2018	None
17/05/2018	None
18/05/2018	None
19/05/2018	None
20/05/2018	None
21/05/2018	None
22/05/2018	None
23/05/2018	None
24/05/2018	None
25/05/2018	None
26/05/2018	None
27/05/2018	None
28/05/2018	None
29/05/2018	None
30/05/2018	None
31/05/2018	None
01/06/2018	None
02/06/2018	None
03/06/2018	None
04/06/2018	None
05/06/2018	None
06/06/2018	None
07/06/2018	None
08/06/2018	None
09/06/2018	None
10/06/2018	None
11/06/2018	None
12/06/2018	None
13/06/2018	None
14/06/2018	None
15/06/2018	None
16/06/2018	None
17/06/2018	None
18/06/2018	None
19/06/2018	None
20/06/2018	None
21/06/2018	None
22/06/2018	None
23/06/2018	None
24/06/2018	None
25/06/2018	None
26/06/2018	None
27/06/2018	None
28/06/2018	None
29/06/2018	None
30/06/2018	None
01/07/2018	None
02/07/2018	None
03/07/2018	None
04/07/2018	None
05/07/2018	None
06/07/2018	None
07/07/2018	None
08/07/2018	None
09/07/2018	None
10/07/2018	None
11/07/2018	None
12/07/2018	None
13/07/2018	None
14/07/2018	None
15/07/2018	None
16/07/2018	None
17/07/2018	None
18/07/2018	None
19/07/2018	None
20/07/2018	None
21/07/2018	None
22/07/2018	None
23/07/2018	None
24/07/2018	None
25/07/2018	None
26/07/2018	None
27/07/2018	None
28/07/2018	None
29/07/2018	None
30/07/2018	None
31/07/2018	None
01/08/2018	None
02/08/2018	None
03/08/2018	None
04/08/2018	None
05/08/2018	None
06/08/2018	None
07/08/2018	None
08/08/2018	None
09/08/2018	None
10/08/2018	None
11/08/2018	None
12/08/2018	None
13/08/2018	None
14/08/2018	None
15/08/2018	None
16/08/2018	None
17/08/2018	None
18/08/2018	None
19/08/2018	None
20/08/2018	None
21/08/2018	None
22/08/2018	None
23/08/2018	None
24/08/2018	None
25/08/2018	None
26/08/2018	None
27/08/2018	None
28/08/2018	None
29/08/2018	None
30/08/2018	None
31/08/2018	None
01/09/2018	None
02/09/2018	None
03/09/2018	None
04/09/2018	None
05/09/2018	None
06/09/2018	None
07/09/2018	None
08/09/2018	None
09/09/2018	None
10/09/2018	None
11/09/2018	None
12/09/2018	None
13/09/2018	None
14/09/2018	None
15/09/2018	None
16/09/2018	None
17/09/2018	None
18/09/2018	None
19/09/2018	None
20/09/2018	None
21/09/2018	None
22/09/2018	None
23/09/2018	None
24/09/2018	None
25/09/2018	None
26/09/2018	None
27/09/2018	None
28/09/2018	None
29/09/2018	None
30/09/2018	None
01/10/2018	None
02/10/2018	None
03/10/2018	None
04/10/2018	None
05/10/2018	None
06/10/2018	None
07/10/2018	None
08/10/2018	None
09/10/2018	None
10/10/2018	None
11/10/2018	None
12/10/2018	None
13/10/2018	None
14/10/2018	None
15/10/2018	None
16/10/2018	None
17/10/2018	None
18/10/2018	None
19/10/2018	None
20/10/2018	None
21/10/2018	None
22/10/2018	None
23/10/2018	None
24/10/2018	None
25/10/2018	None
26/10/2018	None
27/10/2018	None
28/10/2018	None
29/10/2018	None
30/10/2018	None
31/10/2018	None
01/11/2018	None
02/11/2018	None
03/11/2018	None
04/11/2018	None
05/11/2018	None
06/11/2018	None
07/11/2018	None
08/11/2018	None
09/11/2018	None
10/11/2018	None
11/11/2018	None
12/11/2018	None
13/11/2018	None
14/11/2018	None
15/11/2018	None
16/11/2018	None
17/11/2018	None
18/11/2018	None
19/11/2018	None
20/11/2018	None
21/11/2018	None
22/11/2018	None
23/11/2018	None
24/11/2018	None
25/11/2018	None
26/11/2018	None
27/11/2018	None
28/11/2018	None
29/11/2018	None
30/11/2018	None
01/12/2018	None
02/12/2018	None
03/12/2018	None
04/12/2018	None
05/12/2018	None
06/12/2018	None
07/12/2018	None
08/12/2018	None
09/12/2018	None
10/12/2018	None
11/12/2018	None
12/12/2018	None
13/12/2018	None
14/12/2018	None
15/12/2018	None
16/12/2018	None
17/12/2018	None
18/12/2018	None
19/12/2018	None
20/12/2018	None
21/12/2018	None
22/12/2018	None
23/12/2018	None
24/12/2018	None
25/12/2018	None
26/12/2018	None
27/12/2018	None
28/12/2018	None
29/12/2018	None
30/12/2018	None
31/12/2018	None
01/01/2019	262
02/01/2019	237
03/01/2019	235
04/01/2019	246
05/01/2019	258
06/01/2019	276
07/01/2019	282
08/01/2019	285
09/01/2019	295
10/01/2019	268
11/01/2019	269
12/01/2019	272
13/01/2019	236
14/01/2019	303
15/01/2019	269
16/01/2019	306
17/01/2019	279
18/01/2019	273
19/01/2019	286
20/01/2019	265
21/01/2019	284
22/01/2019	262
23/01/2019	260
24/01/2019	294
25/01/2019	290
26/01/2019	288
27/01/2019	278
28/01/2019	282
29/01/2019	280
30/01/2019	273
31/01/2019	277
01/02/2019	255
02/02/2019	247
03/02/2019	253
04/02/2019	278
05/02/2019	239
06/02/2019	245
07/02/2019	285
08/02/2019	231
09/02/2019	244
10/02/2019	209
11/02/2019	226
12/02/2019	225
13/02/2019	239
14/02/2019	226
15/02/2019	220
16/02/2019	219
17/02/2019	214
18/02/2019	235
19/02/2019	239
20/02/2019	245
21/02/2019	235
22/02/2019	234
23/02/2019	199
24/02/2019	228
25/02/2019	230
26/02/2019	241
27/02/2019	241
28/02/2019	212
01/03/2019	224
02/03/2019	233
03/03/2019	195
04/03/2019	227
05/03/2019	216
06/03/2019	228
07/03/2019	218
08/03/2019	228
09/03/2019	212
10/03/2019	199
11/03/2019	214
12/03/2019	218
13/03/2019	190
14/03/2019	224
15/03/2019	192
16/03/2019	205
17/03/2019	211
18/03/2019	225
19/03/2019	233
20/03/2019	224
21/03/2019	201
22/03/2019	213
23/03/2019	189
24/03/2019	215
25/03/2019	198
26/03/2019	226
27/03/2019	217
28/03/2019	217
29/03/2019	242
30/03/2019	218
31/03/2019	183
01/04/2019	223
02/04/2019	198
03/04/2019	217
04/04/2019	202
05/04/2019	193
06/04/2019	191
07/04/2019	207
08/04/2019	205
09/04/2019	222
10/04/2019	196
11/04/2019	192
12/04/2019	202
13/04/2019	201
14/04/2019	198
15/04/2019	193
16/04/2019	199
17/04/2019	215
18/04/2019	195
19/04/2019	206
20/04/2019	194
21/04/2019	196
22/04/2019	205
23/04/2019	195
24/04/2019	194
25/04/2019	214
26/04/2019	198
27/04/2019	217
28/04/2019	188
29/04/2019	220
30/04/2019	230
01/05/2019	217
02/05/2019	197
03/05/2019	217
04/05/2019	214
05/05/2019	193
06/05/2019	233
07/05/2019	198
08/05/2019	175
09/05/2019	207
10/05/2019	220
11/05/2019	169
12/05/2019	214
13/05/2019	205
14/05/2019	213
15/05/2019	192
16/05/2019	202
17/05/2019	210
18/05/2019	188
19/05/2019	181
20/05/2019	190
21/05/2019	223
22/05/2019	190
23/05/2019	191
24/05/2019	220
25/05/2019	193
26/05/2019	170
27/05/2019	190
28/05/2019	200
29/05/2019	211
30/05/2019	223
31/05/2019	198
01/06/2019	204
02/06/2019	194
03/06/2019	172
04/06/2019	191
05/06/2019	219
06/06/2019	190
07/06/2019	183
08/06/2019	214
09/06/2019	182
10/06/2019	239
11/06/2019	192
12/06/2019	183
13/06/2019	177
14/06/2019	219
15/06/2019	165
16/06/2019	196
17/06/2019	232
18/06/2019	204
19/06/2019	176
20/06/2019	179
21/06/2019	174
22/06/2019	217
23/06/2019	207
24/06/2019	185
25/06/2019	194
26/06/2019	201
27/06/2019	206
28/06/2019	194
29/06/2019	203
30/06/2019	180
01/07/2019	195
02/07/2019	200
03/07/2019	215
04/07/2019	202
05/07/2019	167
06/07/2019	191
07/07/2019	178
08/07/2019	181
09/07/2019	169
10/07/2019	206
11/07/2019	172
12/07/2019	181
13/07/2019	182
14/07/2019	172
15/07/2019	191
16/07/2019	181
17/07/2019	181
18/07/2019	188
19/07/2019	191
20/07/2019	184
21/07/2019	182
22/07/2019	203
23/07/2019	215
24/07/2019	181
25/07/2019	171
26/07/2019	198
27/07/2019	132
28/07/2019	210
29/07/2019	222
30/07/2019	189
31/07/2019	199
01/08/2019	201
02/08/2019	211
03/08/2019	181
04/08/2019	187
05/08/2019	197
06/08/2019	154
07/08/2019	200
08/08/2019	178
09/08/2019	178
10/08/2019	189
11/08/2019	181
12/08/2019	178
13/08/2019	184
14/08/2019	182
15/08/2019	190
16/08/2019	168
17/08/2019	197
18/08/2019	180
19/08/2019	183
20/08/2019	177
21/08/2019	198
22/08/2019	180
23/08/2019	164
24/08/2019	169
25/08/2019	215
26/08/2019	179
27/08/2019	197
28/08/2019	172
29/08/2019	219
30/08/2019	178
31/08/2019	203
01/09/2019	186
02/09/2019	199
03/09/2019	189
04/09/2019	201
05/09/2019	193
06/09/2019	199
07/09/2019	178
08/09/2019	175
09/09/2019	193
10/09/2019	184
11/09/2019	172
12/09/2019	200
13/09/2019	182
14/09/2019	184
15/09/2019	178
16/09/2019	188
17/09/2019	173
18/09/2019	183
19/09/2019	185
20/09/2019	214
21/09/2019	165
22/09/2019	176
23/09/2019	190
24/09/2019	201
25/09/2019	229
26/09/2019	198
27/09/2019	209
28/09/2019	177
29/09/2019	186
30/09/2019	204
01/10/2019	208
02/10/2019	203
03/10/2019	203
04/10/2019	224
05/10/2019	183
06/10/2019	168
07/10/2019	209
08/10/2019	218
09/10/2019	170
10/10/2019	200
11/10/2019	202
12/10/2019	169
13/10/2019	168
14/10/2019	208
15/10/2019	191
16/10/2019	200
17/10/2019	200
18/10/2019	174
19/10/2019	187
20/10/2019	215
21/10/2019	236
22/10/2019	196
23/10/2019	182
24/10/2019	197
25/10/2019	184
26/10/2019	188
27/10/2019	202
28/10/2019	205
29/10/2019	180
30/10/2019	193
31/10/2019	200
01/11/2019	208
02/11/2019	218
03/11/2019	222
04/11/2019	220
05/11/2019	220
06/11/2019	191
07/11/2019	217
08/11/2019	206
09/11/2019	207
10/11/2019	199
11/11/2019	219
12/11/2019	201
13/11/2019	183
14/11/2019	195
15/11/2019	199
16/11/2019	190
17/11/2019	190
18/11/2019	188
19/11/2019	221
20/11/2019	192
21/11/2019	178
22/11/2019	206
23/11/2019	220
24/11/2019	202
25/11/2019	202
26/11/2019	213
27/11/2019	212
28/11/2019	197
29/11/2019	212
30/11/2019	224
01/12/2019	202
02/12/2019	208
03/12/2019	204
04/12/2019	191
05/12/2019	193
06/12/2019	205
07/12/2019	218
08/12/2019	188
09/12/2019	192
10/12/2019	205
11/12/2019	207
12/12/2019	207
13/12/2019	225
14/12/2019	198
15/12/2019	220
16/12/2019	212
17/12/2019	205
18/12/2019	238
19/12/2019	234
20/12/2019	239
21/12/2019	237
22/12/2019	216
23/12/2019	231
24/12/2019	221
25/12/2019	216
26/12/2019	228
27/12/2019	215
28/12/2019	225
29/12/2019	203
30/12/2019	235
31/12/2019	259
01/01/2020	228
02/01/2020	210
03/01/2020	261
04/01/2020	257
05/01/2020	245
06/01/2020	264
07/01/2020	234
08/01/2020	260
09/01/2020	245
10/01/2020	252
11/01/2020	284
12/01/2020	227
13/01/2020	237
14/01/2020	272
15/01/2020	258
16/01/2020	259
17/01/2020	276
18/01/2020	265
19/01/2020	246
20/01/2020	253
21/01/2020	269
22/01/2020	244
23/01/2020	271
24/01/2020	244
25/01/2020	264
26/01/2020	258
27/01/2020	273
28/01/2020	268
29/01/2020	249
30/01/2020	226
31/01/2020	259
01/02/2020	222
02/02/2020	242
03/02/2020	243
04/02/2020	229
05/02/2020	248
06/02/2020	220
07/02/2020	230
08/02/2020	227
09/02/2020	204
10/02/2020	246
11/02/2020	241
12/02/2020	234
13/02/2020	222
14/02/2020	225
15/02/2020	215
16/02/2020	204
17/02/2020	219
18/02/2020	211
19/02/2020	235
20/02/2020	198
21/02/2020	220
22/02/2020	176
23/02/2020	195
24/02/2020	236
25/02/2020	208
26/02/2020	198
27/02/2020	245
28/02/2020	206
29/02/2020	217
01/03/2020	195
02/03/2020	231
03/03/2020	208
04/03/2020	221
05/03/2020	202
06/03/2020	203
07/03/2020	193
08/03/2020	230
09/03/2020	196
10/03/2020	202
11/03/2020	224
12/03/2020	237
13/03/2020	213
14/03/2020	200
15/03/2020	203
16/03/2020	253
17/03/2020	212
18/03/2020	270
19/03/2020	263
20/03/2020	281
21/03/2020	216
22/03/2020	250
23/03/2020	249
24/03/2020	236
25/03/2020	231
26/03/2020	242
27/03/2020	274
28/03/2020	269
29/03/2020	282
30/03/2020	295
31/03/2020	292
01/04/2020	310
02/04/2020	299
03/04/2020	315
04/04/2020	294
05/04/2020	283